Balance,Age,CreditScore,Tenure,EstimatedSalary,Exited
-1.2258476714090278,0.2935174228967471,-0.3262214220367463,-1.0417596792253108,0.021886493995386117,1
0.11735002143511059,0.1981638321954454,-0.4400359548576657,-1.3875375865624426,0.21653375188734025,0
1.3330533457228904,0.2935174228967471,-1.536794180222889,1.03290776479748,0.24068690006348814,1
-1.2258476714090278,0.0074566507928420294,0.5015206348426676,-1.3875375865624426,-0.10891791702847127,0
0.7857278997960591,0.38887101359804876,2.063883767202561,-1.0417596792253108,-0.36527578251440274,0
0.5973285944410414,0.48422460429935044,-0.05720525355093678,1.03290776479748,0.8636502870218095,1
-1.2258476714090278,1.0563461485071606,1.7741740472947665,0.6871298574603482,-1.5654872211931183,0
0.6180189508533646,-0.9460792562201749,-2.840487919807966,-0.35020386455104724,0.33485372981012046,1
1.0508202865849028,0.48422460429935044,-1.5471409559338818,-0.35020386455104724,-0.4373288460949081,0
0.9314633619936777,-1.1367864376227783,0.3463189991777775,-1.0417596792253108,-0.49323048409247083,0
0.409185402285092,-0.7553720748175714,-1.2677780117370796,0.3413519501232164,-0.34619970089236274,0
-1.2258476714090278,-1.4228472097266833,-1.5885280587778525,-0.695981771888179,-0.412123315592307,0
-1.2258476714090278,-0.4693113027136664,-1.8058103487086987,1.7244635794717436,-1.283817056739873,0
-1.2258476714090278,-1.3274936190253817,-1.0504957218062334,-0.004425957213915414,1.5783569986897874,0
-1.2258476714090278,-0.3739577120123647,-0.1606730106608635,0.6871298574603482,-0.5936359656444845,0
1.0681029591182611,0.5795781950006521,-0.3572617491697243,-0.695981771888179,-0.6218824846013182,0
0.8993931172292712,1.8191748741175742,0.025568952137004615,-1.3875375865624426,-1.651825870574206,1
-1.2258476714090278,-1.4228472097266833,-1.0504957218062334,1.378685672134612,-1.4899561835690913,0
-1.2258476714090278,0.5795781950006521,-0.6573182447885119,0.3413519501232164,1.0189010247747559,0
-1.2258476714090278,-1.4228472097266833,0.7808835790394698,0.3413519501232164,-0.7888730584424746,0
-1.2258476714090278,0.1981638321954454,0.8429642333054258,1.03290776479748,1.2310704831801604,0
-1.2258476714090278,-0.6600184841162697,-0.15032623494987085,1.03290776479748,0.6688717421740601,0
-1.2258476714090278,-0.08789693990845966,-1.4540199745349478,-0.35020386455104724,0.32731820632749364,1
-1.2258476714090278,0.6749317857019538,0.19111736351288738,-0.695981771888179,-1.5928757668520803,0
-1.2258476714090278,-0.08789693990845966,2.0224966643585907,-0.004425957213915414,1.5219882921316075,0
-1.2258476714090278,-1.3274936190253817,-0.7607860018984386,-0.695981771888179,0.42460549226186645,0
0.9669114802146295,-0.27860412131106305,1.09128685036925,-1.0417596792253108,1.2163903409521621,0
-1.2258476714090278,0.48422460429935044,-0.8228666561643946,1.378685672134612,-1.0721517054667205,0
1.0395750259469725,0.38887101359804876,-0.7918263290314166,-0.695981771888179,0.001690039053891126,0
-0.2690746311079832,-0.9460792562201749,-2.4783507699232223,-1.7333154938995745,-0.8104496783748915,0
-1.2258476714090278,0.0074566507928420294,-0.6159311419445411,-0.695981771888179,0.7021528985231289,1
0.14145222877469335,-0.27860412131106305,-1.2160441331821163,0.6871298574603482,0.9849420451757676,0
0.5389379904752859,0.1981638321954454,-1.0091086189622627,1.378685672134612,-0.31633078816391447,0
-1.2258476714090278,0.2935174228967471,-1.350552217425021,0.3413519501232164,-1.1421041777545031,0
